RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ZeroBalance_Highsalary_Flag,Product_Engagement_Score,Balance_to_Salary_Ratio
5840,15772996,Rooke,515.5,Germany,Male,26.0,0,152092.44,2,1,1,1632.4624999999942,0,0,4,93.1674938934282
5841,15729574,Lu,515.5,Spain,Male,26.0,4,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
5842,15737267,Marcelo,515.5,France,Female,26.0,1,0.0,1,1,0,1632.4624999999942,1,0,2,0.0
5843,15799128,Matthews,515.5,Spain,Female,26.0,9,102406.76,1,0,1,1632.4624999999942,0,0,2,62.73146243788164
5845,15711921,Scott,515.5,France,Male,26.0,5,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
5846,15654300,Mao,515.5,Germany,Male,26.0,9,75242.28,1,0,1,1632.4624999999942,0,0,2,46.091276216146014
5847,15569945,Horsley,509.0,Spain,Male,26.0,1,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
5848,15569666,Goddard,515.5,France,Female,26.0,4,0.0,1,0,0,1632.4624999999942,1,1,1,0.0
5849,15681887,Eskridge,515.5,Germany,Male,26.0,0,129142.54,2,1,1,1632.4624999999942,0,0,4,79.1090392581762
5850,15608873,Smith,515.5,France,Male,26.0,2,0.0,1,0,0,1632.4624999999942,0,0,1,0.0
5852,15722053,Oguejiofor,515.5,Spain,Male,26.0,3,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
5853,15782100,Holloway,515.5,Spain,Male,22.0,3,66483.32,1,0,1,1632.4624999999942,0,0,2,40.72578696294723
5854,15765300,L?,515.5,Germany,Male,26.0,5,62389.03,3,1,0,1632.4624999999942,1,0,4,38.21774160202775
5855,15743570,Feng,481.0,France,Female,26.0,5,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
5856,15608541,Claiborne,498.0,France,Male,26.0,1,91857.66,1,1,0,1632.4624999999942,1,0,2,56.26938444221557
5857,15750671,Egobudike,512.0,Spain,Male,26.0,6,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
5858,15813659,Folliero,515.5,France,Female,26.0,7,0.0,1,1,0,1632.4624999999942,1,0,2,0.0
5859,15757867,Bray,515.5,France,Female,26.0,10,176173.52,1,1,0,1632.4624999999942,1,0,2,107.91887715644349
5860,15652914,Ibrahimov,515.5,Spain,Male,26.0,7,0.0,1,0,1,1632.4624999999942,0,0,2,0.0
5861,15723818,Carpenter,453.0,France,Female,26.0,4,131834.76,2,1,0,1632.4624999999942,0,0,3,80.75821649808218
5862,15713819,Walsh,515.5,France,Male,26.0,3,92347.96,1,1,1,1632.4624999999942,0,0,3,56.569728247969145
5863,15656484,Woods,515.5,France,Male,26.0,4,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
5864,15778515,Wu,515.5,France,Male,26.0,3,95297.11,1,0,0,1632.4624999999942,0,0,1,58.37629348300518
5865,15803840,Forbes,515.5,France,Female,26.0,9,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
5866,15735339,Lynch,515.5,France,Male,26.0,4,0.0,1,1,0,1632.4624999999942,0,0,2,0.0
5867,15600392,Amaechi,515.5,France,Female,26.0,8,123845.36,2,0,1,1632.4624999999942,1,0,3,75.8641377673303
5868,15625740,Enriquez,515.5,Germany,Male,26.0,3,143426.34,2,1,1,1632.4624999999942,0,0,4,87.85888802958752
5869,15663817,Y?an,515.5,France,Male,26.0,5,0.0,1,1,1,1632.4624999999942,0,0,3,0.0
5870,15734461,Brooks,515.5,Germany,Male,26.0,2,112708.2,1,0,1,1632.4624999999942,0,0,2,69.0418309762095
5871,15780142,Wang,515.5,France,Male,26.0,2,100013.51,1,1,0,1632.4624999999942,0,0,2,61.26542569890601
5872,15709920,Burke,479.0,France,Female,26.0,2,208165.53,1,0,0,1632.4624999999942,1,0,1,127.5162706647171
5874,15643158,Chiganu,515.5,France,Female,26.0,9,0.0,1,1,0,1632.4624999999942,1,0,2,0.0
5876,15578307,Lucchese,512.0,France,Female,26.0,6,121685.31,2,1,1,1632.4624999999942,0,0,4,74.54095270182343
5877,15585379,Humphries,515.5,France,Male,26.0,2,111525.02,1,1,0,1632.4624999999942,0,0,2,68.31704863052009
5878,15758510,Frolova,474.0,France,Male,26.0,6,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
5879,15692918,Hsing,515.5,Germany,Male,26.0,10,113546.3,1,1,1,1632.4624999999942,0,0,3,69.55522714916907
5880,15705301,Parkes,515.5,France,Male,26.0,6,95696.52,2,1,1,1632.4624999999942,0,0,4,58.62096066525286
5881,15718231,Gregory,515.5,France,Male,26.0,0,88963.31,2,1,1,1632.4624999999942,0,0,4,54.49638812530169
5882,15567991,Obiuto,515.5,Spain,Male,26.0,0,144880.34,2,0,1,1632.4624999999942,0,0,3,88.74956698852226
5883,15772650,Longo,515.5,France,Male,26.0,9,136576.02,1,0,1,1632.4624999999942,1,0,2,83.66257724143769
5884,15574795,Lombardo,495.0,France,Female,26.0,2,63093.01,1,1,1,1632.4624999999942,0,0,3,38.648979685597816
5885,15706036,Lombardo,515.5,Germany,Male,26.0,10,132271.12,2,1,1,1632.4624999999942,0,0,4,81.02551819720236
5886,15723856,Gonzalez,515.5,France,Female,26.0,3,88814.4,2,1,1,1632.4624999999942,0,0,4,54.4051701034482
5887,15812920,Nwabugwu,515.5,Germany,Male,26.0,5,90594.55,1,0,1,1632.4624999999942,0,0,2,55.49563925664469
5888,15691287,Ford,515.5,Germany,Female,26.0,0,141816.25,1,1,0,1632.4624999999942,1,0,2,86.87259278543948
5889,15804797,Gilleland,443.0,France,Female,26.0,3,138547.97,1,1,1,1632.4624999999942,1,0,3,84.87053760806174
5890,15708650,Fullwood,515.5,France,Female,26.0,2,52192.08,2,0,1,1632.4624999999942,0,0,3,31.971380659586476
5891,15712777,Kao,482.0,France,Male,26.0,4,124976.19,1,1,0,1632.4624999999942,0,0,2,76.55685199506907
5892,15786469,Montalvo,515.5,France,Female,26.0,1,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
5893,15669219,Wilson,515.5,Germany,Male,26.0,3,104356.38,1,1,0,1632.4624999999942,0,0,2,63.92574408294241
5894,15641004,Doyne,515.5,Spain,Female,26.0,10,150315.92,1,0,1,1632.4624999999942,0,0,2,92.07924837477158
5895,15648067,Onwuamaeze,515.5,France,Male,26.0,1,129299.28,2,1,0,1632.4624999999942,0,0,3,79.20505371486357
5896,15704014,K'ung,515.5,Germany,Male,26.0,7,140950.92,2,1,0,1632.4624999999942,0,0,3,86.34251629057361
5897,15645136,O'Donnell,515.5,Spain,Male,26.0,1,128065.12,1,1,0,1632.4624999999942,0,0,2,78.44904247417657
5898,15709604,McMillan,515.5,France,Male,23.0,2,107433.48,1,1,0,1632.4624999999942,0,0,2,65.8106878412217
5899,15713637,Chinedum,515.5,France,Male,26.0,2,117468.67,1,1,0,1632.4624999999942,0,0,2,71.95795921805274
5900,15793901,Capon,515.5,France,Female,26.0,2,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
5901,15569759,Rawling,515.5,France,Female,26.0,4,0.0,3,1,0,1632.4624999999942,0,1,4,0.0
5902,15712930,Duncan,515.5,France,Male,26.0,1,0.0,1,0,0,1632.4624999999942,0,1,1,0.0
5903,15586504,Trevisani,515.5,France,Male,26.0,9,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
5904,15677317,Ankudinova,515.5,France,Female,26.0,4,153040.03,1,1,1,1632.4624999999942,1,0,3,93.74796051976725
5905,15664270,Balsillie,515.5,Germany,Male,26.0,6,142084.04,4,1,0,1632.4624999999942,1,0,5,87.03663330704413
5906,15731519,Kerr,511.0,France,Female,26.0,5,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
5907,15745623,Worsnop,515.5,France,Male,26.0,4,112079.58,1,0,0,1632.4624999999942,0,0,1,68.6567562807724
5908,15813862,Yevseyev,515.5,Spain,Male,26.0,7,132044.6,2,1,1,1632.4624999999942,0,0,4,80.88675850134412
5909,15641934,Manna,515.5,Spain,Female,26.0,9,66582.81,1,1,0,1632.4624999999942,1,0,2,40.78673170134091
5910,15713043,Siciliani,515.5,France,Female,26.0,6,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
5911,15700749,Powell,481.0,France,Female,26.0,6,0.0,1,1,1,1632.4624999999942,0,0,3,0.0
5912,15697567,Bazarova,515.5,France,Male,26.0,4,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
5913,15715414,White,515.5,France,Female,26.0,6,102895.1,1,0,0,1632.4624999999942,0,0,1,63.03060560349801
5914,15639530,Buda,515.5,Spain,Male,26.0,2,0.0,1,1,1,1632.4624999999942,0,1,3,0.0
5915,15726058,Cattaneo,515.5,Germany,Male,26.0,7,117578.35,2,0,1,1632.4624999999942,0,0,3,72.02514606001695
5916,15725665,Lo,515.5,France,Male,26.0,10,198546.1,2,1,0,1632.4624999999942,1,0,3,121.62368201413553
5917,15698872,Brown,515.5,Spain,Female,26.0,2,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
5918,15812184,Rose,515.5,France,Female,26.0,1,0.0,1,1,0,1632.4624999999942,0,1,2,0.0
5919,15742609,Lombardo,515.5,Germany,Male,26.0,2,116623.31,1,0,1,1632.4624999999942,0,0,2,71.44011577601349
5920,15815043,McMillan,515.5,Spain,Male,26.0,8,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
5921,15640648,Howe,515.5,France,Male,26.0,6,0.0,2,0,1,1632.4624999999942,0,0,3,0.0
5922,15627203,Hsu,508.0,Spain,Male,26.0,10,0.0,1,1,1,1632.4624999999942,0,1,3,0.0
5923,15786196,Han,515.5,France,Female,26.0,3,105770.7,3,1,0,1632.4624999999942,1,0,4,64.79211620481351
5924,15612095,Calabrese,515.5,France,Female,26.0,9,0.0,1,1,0,1632.4624999999942,1,1,2,0.0
5925,15674368,Riley,515.5,France,Female,26.0,1,94435.45,2,0,1,1632.4624999999942,0,0,3,57.84846512553908
5926,15783477,Biryukov,515.5,Germany,Female,26.0,8,112889.91,1,0,1,1632.4624999999942,0,0,2,69.1531413432164
5927,15757559,Broadhurst,515.5,France,Female,26.0,7,0.0,2,1,0,1632.4624999999942,1,0,3,0.0
5928,15591036,Genovesi,515.5,Germany,Female,26.0,3,127940.47,1,0,0,1632.4624999999942,1,0,1,78.37268543687861
5929,15761241,Hsieh,515.5,Germany,Female,26.0,8,129745.1,1,1,1,1632.4624999999942,0,0,3,79.47815034036033
5930,15695078,Kemp,515.5,France,Male,26.0,3,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
5931,15645744,Chukwudi,515.5,France,Female,26.0,5,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
5932,15566988,Iqbal,515.5,Germany,Female,26.0,7,141535.52,1,1,0,1632.4624999999942,1,0,2,86.70062558864323
5933,15749300,Teng,515.5,France,Female,26.0,2,139914.27,1,1,1,1632.4624999999942,0,0,3,85.70749404657104
5934,15594340,Tao,515.5,France,Male,26.0,4,120243.49,1,1,0,1632.4624999999942,1,0,2,73.6577348637414
5935,15607065,Chinedum,515.5,France,Male,26.0,9,91835.16,1,0,0,1632.4624999999942,0,0,1,56.25560158349753
5936,15778089,Stevenson,515.5,Spain,Male,26.0,2,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
5938,15697035,Garrett,515.5,Spain,Female,26.0,8,0.0,2,0,0,1632.4624999999942,0,0,2,0.0
5939,15679668,Yao,515.5,Spain,Male,26.0,7,115378.94,1,0,1,1632.4624999999942,0,0,2,70.67785018032599
5940,15709861,He,515.5,Germany,Male,26.0,4,127786.28,2,1,1,1632.4624999999942,0,0,4,78.27823303751262
5941,15791958,Mazzi,515.5,France,Female,26.0,6,0.0,2,1,1,1632.4624999999942,1,1,4,0.0
5942,15791030,Edwards,515.5,France,Female,26.0,0,64900.32,2,1,0,1632.4624999999942,0,0,3,39.75608628069572
5943,15695339,Lucchesi,515.5,Germany,Male,26.0,0,109172.88,1,1,0,1632.4624999999942,1,0,2,66.87619470585106
5944,15658813,Siciliani,515.5,France,Female,26.0,7,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
5945,15715709,Shih,515.5,Germany,Male,26.0,4,114091.38,1,0,1,1632.4624999999942,0,0,2,69.88912762161483
5946,15722533,Logue,515.5,France,Female,26.0,3,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
5947,15683118,Rechner,515.5,France,Male,26.0,9,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
5948,15672798,O'Brien,515.5,France,Female,26.0,7,145933.27,1,1,1,1632.4624999999942,0,0,3,89.39456189652167
5949,15680112,Stewart,473.0,Germany,Female,26.0,7,131504.73,1,1,0,1632.4624999999942,0,0,2,80.55604952640596
5950,15714575,Batt,515.5,Germany,Female,26.0,8,107926.02,1,0,1,1632.4624999999942,1,0,2,66.1124038071321
5951,15806808,Hope,515.5,Germany,Female,26.0,8,112281.6,3,1,0,1632.4624999999942,1,0,4,68.78050797491545
5952,15590637,Ahmed,515.5,France,Male,26.0,7,0.0,2,0,1,1632.4624999999942,0,0,3,0.0
5953,15657535,Pearson,515.5,Spain,Male,26.0,10,0.0,1,1,1,1632.4624999999942,1,0,3,0.0
5954,15696141,Kruglov,515.5,Spain,Female,26.0,7,0.0,1,1,0,1632.4624999999942,0,0,2,0.0
5955,15811947,Gordon,515.5,France,Male,26.0,0,124781.67,1,0,1,1632.4624999999942,0,0,2,76.43769458716537
5956,15649024,Trujillo,515.5,France,Female,26.0,9,132865.56,1,1,1,1632.4624999999942,1,0,3,81.38965519881802
5957,15594928,Pagnotto,515.5,Germany,Female,26.0,4,129055.13,1,1,0,1632.4624999999942,0,0,2,79.05549438348535
5958,15765532,Horton,515.5,Germany,Male,26.0,6,96166.88,1,1,1,1632.4624999999942,0,0,3,58.90908979532476
5959,15741719,DeRose,515.5,France,Female,26.0,3,165298.12,1,0,1,1632.4624999999942,0,0,2,101.25691708079088
5960,15665629,Chiang,515.5,Spain,Female,26.0,7,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
5961,15728917,Gill,515.5,France,Male,26.0,6,120682.53,1,1,0,1632.4624999999942,1,0,2,73.92667825447778
5962,15762993,Trevisano,515.5,Spain,Male,26.0,5,102773.15,2,0,1,1632.4624999999942,0,0,3,62.95590250924622
5963,15571193,Morrison,515.5,Germany,Male,26.0,0,144386.32,1,1,1,1632.4624999999942,1,0,3,88.44694441679397
5964,15653521,Onuora,515.5,Germany,Female,26.0,7,104449.8,1,1,1,747.88,0,0,3,139.66117558966678
5965,15802220,Ikenna,515.5,Spain,Male,26.0,6,137102.65,1,0,0,1632.4624999999942,0,0,1,83.98517576973467
5966,15644132,Mancini,515.5,France,Female,26.0,9,142475.87,1,1,1,1632.4624999999942,0,0,3,87.27665719733255
5967,15600832,Moss,508.0,France,Female,26.0,9,0.0,1,1,0,1632.4624999999942,0,1,2,0.0
5968,15797919,Ting,515.5,Spain,Male,26.0,2,103195.2,2,1,0,1632.4624999999942,0,0,3,63.214438310221745
5969,15603743,Tai,515.5,France,Male,26.0,1,112070.44,1,0,1,1632.4624999999942,0,0,2,68.65115737727538
5970,15579714,Pan,515.5,France,Female,26.0,7,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
5971,15634295,Wilson,470.0,France,Male,26.0,1,96473.59,1,0,0,1632.4624999999942,0,0,1,59.096971599654104
5972,15786680,Bianchi,515.5,Spain,Male,26.0,5,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
5973,15623499,Holman,515.5,Germany,Male,26.0,9,108437.89,1,0,0,1632.4624999999942,1,0,1,66.42596078011005
5974,15691823,Obidimkpa,515.5,France,Male,26.0,5,153195.59,1,1,1,1632.4624999999942,0,0,3,93.84325214208629
5975,15809279,Wallace,515.5,France,Male,26.0,8,96877.21,1,1,1,1632.4624999999942,0,0,3,59.34421770791081
5976,15758039,Ash,515.5,France,Male,26.0,6,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
5977,15807163,Ku,515.5,France,Female,26.0,10,0.0,1,0,0,1632.4624999999942,1,0,1,0.0
5978,15631639,Uspensky,515.5,France,Female,26.0,6,95452.89,1,0,1,1632.4624999999942,0,0,2,58.47171987105391
5979,15713770,Shih,515.5,Spain,Male,26.0,3,63873.56,1,1,0,1632.4624999999942,0,0,2,39.12712236881412
5980,15698167,Kumm,515.5,France,Female,24.0,0,148298.59,2,0,0,1632.4624999999942,0,0,2,90.84348951354198
5981,15781710,Carey,515.5,Spain,Female,26.0,7,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
5982,15801296,Farber,515.5,Germany,Female,26.0,7,143258.85,2,1,0,1632.4624999999942,0,0,3,87.75628842929042
5983,15704378,Calabrese,515.5,Germany,Male,26.0,9,121342.24,1,1,1,1632.4624999999942,0,0,3,74.33079779780573
5984,15767891,Findlay,515.5,Germany,Female,26.0,6,99152.73,2,1,0,1632.4624999999942,0,0,3,60.73813640435866
5985,15640667,Yu,515.5,France,Female,26.0,4,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
5986,15702145,Edments,515.5,Spain,Male,26.0,7,68423.89,1,1,1,1632.4624999999942,0,0,3,41.91452483594585
5987,15679738,Brown,515.5,Spain,Female,26.0,8,0.0,1,1,0,1632.4624999999942,1,0,2,0.0
5988,15636634,Lindon,515.5,Germany,Female,25.0,7,79656.81,1,1,0,1632.4624999999942,0,0,2,48.795491473770625
5989,15809227,Chukwudi,515.5,France,Male,26.0,2,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
5990,15601811,Caldwell,515.5,France,Female,26.0,10,110240.04,1,0,0,1632.4624999999942,1,0,1,67.52990650627527
5991,15625494,Li Fonti,515.5,France,Female,26.0,9,125321.84,2,1,1,1632.4624999999942,0,0,4,76.76858733355311
5992,15723737,Pitcher,515.5,France,Male,26.0,3,0.0,1,1,0,1632.4624999999942,0,0,2,0.0
5993,15682955,Capon,515.5,France,Female,26.0,2,84378.9,1,1,1,1632.4624999999942,0,0,3,51.68810922149838
5994,15758856,Kable,515.5,France,Male,26.0,7,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
5995,15746065,Lo Duca,515.5,Germany,Male,26.0,10,136281.41,2,1,1,1632.4624999999942,0,0,4,83.48210755224116
5996,15783865,Kulikova,515.5,France,Male,26.0,5,119380.37,1,1,1,1632.4624999999942,0,0,3,73.12901215188737
5997,15745455,Navarrete,515.5,Germany,Male,26.0,4,108716.59,2,1,1,1632.4624999999942,0,0,4,66.59668445676418
5999,15644212,Han,515.5,Spain,Male,26.0,0,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
6000,15735688,Horsley,515.5,France,Female,26.0,6,106596.29,1,0,0,1632.4624999999942,0,0,1,65.29784910832583
6001,15658577,Massie,515.5,France,Female,26.0,10,99546.25,3,0,1,1632.4624999999942,1,0,4,60.97919554047971
6002,15606887,Singh,515.5,France,Female,26.0,5,0.0,1,1,0,1632.4624999999942,1,1,2,0.0
6003,15783026,H?,515.5,France,Female,26.0,2,0.0,1,1,0,1632.4624999999942,0,0,2,0.0
6007,15636395,King,515.5,France,Female,26.0,5,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
6008,15712772,Onwubiko,515.5,France,Male,26.0,3,75381.15,1,1,1,1632.4624999999942,0,0,3,46.17634402015376
6009,15700937,Romano,515.5,Spain,Female,24.0,5,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
6010,15766659,Okwudilichukwu,515.5,Spain,Male,26.0,5,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
6011,15814033,Milano,515.5,Spain,Male,26.0,1,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
6012,15783007,Parker,515.5,Germany,Female,26.0,1,123086.39,1,1,1,1632.4624999999942,1,0,3,75.39921437705334
6013,15654183,Aitken,515.5,France,Female,26.0,3,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
6014,15609899,Obiora,515.5,Spain,Male,26.0,4,0.0,1,1,0,1632.4624999999942,0,1,2,0.0
6015,15747323,Vasilyeva,515.5,Spain,Male,26.0,9,109472.47,1,1,0,1632.4624999999942,1,0,2,67.05971500111053
6016,15582591,Chiabuotu,515.5,Spain,Male,26.0,4,155766.05,1,1,1,1632.4624999999942,0,0,3,95.41784267632521
6017,15738835,Slater,515.5,Germany,Male,26.0,7,101985.81,2,0,0,1632.4624999999942,0,0,2,62.47360046555456
6018,15782404,Hughes,487.0,France,Female,26.0,2,96019.5,1,0,0,1632.4624999999942,0,0,1,58.8188090078641
6019,15697480,Menkens,515.5,France,Male,26.0,7,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
6020,15697045,Pisani,515.5,Spain,Female,26.0,9,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
6021,15781234,Y?an,515.5,France,Female,26.0,2,147900.43,1,1,0,1632.4624999999942,0,0,2,90.59958804566753
6022,15579891,Milani,515.5,France,Male,26.0,4,100755.66,1,1,1,1632.4624999999942,0,0,3,61.72004563657686
6023,15805690,Chin,515.5,Spain,Female,26.0,7,0.0,1,1,0,1632.4624999999942,1,1,2,0.0
6024,15612139,Fu,515.5,France,Female,26.0,0,83036.05,1,0,1,1632.4624999999942,1,0,2,50.865517584630766
6025,15568834,Howells,515.5,Spain,Male,26.0,6,125427.37,2,0,0,1632.4624999999942,0,0,2,76.83323200379822
6026,15709917,Ni,515.5,France,Female,26.0,3,98202.76,1,0,0,1632.4624999999942,0,0,1,60.156211857852995
6027,15718843,Maslova,515.5,Spain,Male,26.0,1,72509.91,1,1,0,1632.4624999999942,0,0,2,44.41750423057207
6028,15799494,Forster,515.5,Germany,Male,26.0,3,140393.65,2,0,1,1632.4624999999942,0,0,3,86.00114857156014
6029,15673439,Sun,515.5,Spain,Female,26.0,5,142644.64,2,1,1,1632.4624999999942,1,0,4,87.38004088914785
6030,15669011,Bocharova,515.5,France,Female,26.0,9,23503.31,1,0,1,1632.4624999999942,1,0,2,14.397457828280947
6031,15581388,Y?an,487.0,Spain,Male,26.0,8,145729.71,1,1,0,1632.4624999999942,0,0,2,89.26986684227082
6032,15743153,Singh,515.5,Germany,Female,26.0,2,122295.17,2,1,1,1632.4624999999942,0,0,4,74.91453555594718
6033,15579787,Nkemakonam,515.5,France,Male,26.0,4,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
6034,15759966,Chiemenam,515.5,Spain,Female,26.0,5,119799.27,2,1,0,1632.4624999999942,0,0,3,73.38561835264237
6035,15601045,Angelo,515.5,Spain,Male,26.0,8,163708.58,2,0,0,1632.4624999999942,0,0,2,100.28321018093865
6036,15764021,Frolov,515.5,France,Male,26.0,1,61687.33,2,1,0,1632.4624999999942,0,0,3,37.78790018147444
6037,15687218,West,515.5,France,Female,26.0,4,79144.34,1,0,1,1632.4624999999942,0,0,2,48.481566957893534
6038,15626452,Beatham,515.5,Spain,Male,26.0,5,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
6039,15700964,Pollard,515.5,Germany,Female,26.0,7,104848.68,1,1,1,1632.4624999999942,0,0,3,64.22731303169314
6040,15768887,Hsing,515.5,Spain,Male,26.0,5,0.0,2,0,1,1632.4624999999942,0,0,3,0.0
6041,15735358,Dowse,515.5,Spain,Male,26.0,4,0.0,1,1,1,1632.4624999999942,0,0,3,0.0
6042,15749472,Lucciano,515.5,France,Male,26.0,8,0.0,1,1,0,1632.4624999999942,0,1,2,0.0
6043,15685872,Godfrey,515.5,France,Female,26.0,1,146652.01,1,1,1,1632.4624999999942,0,0,3,89.83484153541079
6044,15760851,Gratton,515.5,France,Male,26.0,6,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
6045,15734588,Manning,515.5,France,Male,26.0,0,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
6046,15784594,Mazzi,515.5,Germany,Female,26.0,1,130622.34,2,1,1,1632.4624999999942,0,0,4,80.01552256177429
6047,15606435,Wall,515.5,Germany,Male,26.0,2,187013.13,2,0,1,1632.4624999999942,0,0,3,114.55891329816193
6048,15790247,Sims,515.5,Spain,Male,26.0,9,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
6049,15676433,Allan,515.5,France,Female,26.0,6,0.0,1,0,0,1632.4624999999942,0,0,1,0.0
6050,15625905,Griffen,515.5,Spain,Male,26.0,0,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
6051,15626414,Russell,515.5,France,Male,26.0,6,98862.54,1,1,0,1632.4624999999942,0,0,2,60.560374281185844
6052,15623220,Brown,515.5,Spain,Female,26.0,4,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
6053,15752857,Palerma,452.0,Germany,Male,26.0,1,98443.14,2,0,0,1632.4624999999942,0,0,2,60.30346179468156
6054,15677908,Gilbert,515.5,Spain,Male,26.0,4,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
6055,15773013,Uvarov,515.5,France,Female,26.0,0,0.0,1,1,1,1632.4624999999942,1,0,3,0.0
6057,15738627,Hussain,515.5,France,Male,25.0,6,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
6058,15643392,Woods,515.5,France,Male,26.0,4,105239.1,1,1,1,1632.4624999999942,0,0,3,64.4664731961686
6059,15684868,Cameron,515.5,Germany,Male,26.0,9,110993.79,1,1,0,1632.4624999999942,1,0,2,67.99163227332964
6060,15627854,Mai,515.5,Spain,Male,26.0,3,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
6061,15669253,Gibson,515.5,Spain,Male,26.0,7,157691.98,2,1,0,1632.4624999999942,1,0,3,96.59761250258464
6062,15758023,Grigoryeva,515.5,Germany,Male,26.0,5,105245.21,1,0,0,1632.4624999999942,1,0,1,64.47021600802492
6063,15574558,Gunter,515.5,Spain,Male,26.0,8,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
6064,15635256,Arcuri,515.5,France,Male,26.0,7,117687.35,1,1,1,1632.4624999999942,0,0,3,72.09191635336212
6065,15680399,Tung,515.5,France,Male,23.0,2,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
6066,15674720,Smith,515.5,Germany,Female,26.0,7,123067.63,1,1,1,1632.4624999999942,1,0,3,75.38772253574
6067,15580249,Lori,502.0,France,Male,26.0,0,0.0,1,0,0,1632.4624999999942,0,0,1,0.0
6068,15675431,Chidimma,515.5,France,Female,26.0,6,0.0,2,0,0,1632.4624999999942,0,0,2,0.0
6069,15698285,Ting,515.5,France,Female,26.0,4,101457.14,1,1,1,1632.4624999999942,0,0,3,62.14975229140048
6070,15810775,Tsao,515.5,Spain,Male,26.0,2,100549.43,2,1,1,1632.4624999999942,0,0,4,61.59371501642479
6071,15678173,Collee,515.5,Spain,Male,26.0,4,174588.8,2,0,1,1632.4624999999942,0,0,3,106.94812285121442
6072,15665222,Lettiere,515.5,Spain,Male,26.0,8,121161.57,1,1,0,1632.4624999999942,0,0,2,74.22012450515736
6073,15803908,Fu,515.5,France,Male,26.0,9,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
6074,15586039,Bergamaschi,471.0,Germany,Female,26.0,5,90063.74,2,1,1,1632.4624999999942,0,0,4,55.17048017948365
6075,15802570,Dyer,515.5,France,Female,26.0,5,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
6076,15781451,Buccho,504.0,France,Male,26.0,3,134936.97,2,0,0,1632.4624999999942,0,0,2,82.6585419266908
6077,15721019,Jones,515.5,France,Female,24.0,3,110495.27,1,1,0,1632.4624999999942,0,0,2,67.68625312985775
6078,15738588,Nebechi,515.5,Germany,Female,26.0,2,133200.09,1,0,0,1632.4624999999942,0,0,1,81.59457874223786
6079,15730657,Ibekwe,515.5,France,Female,26.0,4,82596.8,1,0,1,1632.4624999999942,0,0,2,50.596445553879676
6080,15739292,Gorshkov,515.5,Germany,Male,26.0,9,103837.75,1,1,1,1632.4624999999942,0,0,3,63.60804612663407
